#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Streptococcus	salivarius	CCHSS3	NC_015760.1	742809	776926	lanthipeptide - ras-ripp hybrid	False	salivaricin 9	100	BGC0000547	https://antismash-db.secondarymetabolites.org/go/NC_015760.1/742809-776926	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000253335.1/NC_015760/1/742809/776926
Streptococcus	mutans	NG8	NZ_CP044495.1	1450196	1471589	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_CP044495.1/1450196-1471589	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_008831365.1/NZ_CP044495/1/1450196/1471589
Streptococcus	pneumoniae	SMRU106	NZ_FHPK01000016.1	20687	64280	lanthipeptide - ras-ripp hybrid	False	bovicin HJ50	20	BGC0000498	https://antismash-db.secondarymetabolites.org/go/NZ_FHPK01000016.1/20687-64280	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900064135.1/NZ_FHPK01000016/1/20687/64280
Streptococcus	parauberis	SP-llh	NZ_MLCP01000004.1	25769	48265	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MLCP01000004.1/25769-48265	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001870975.1/NZ_MLCP01000004/1/25769/48265
Streptococcus	suis	HNAY30	NZ_FILS01000007.1	0	13021	ras-ripp	True	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_FILS01000007.1/0-13021	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900056565.1/NZ_FILS01000007/1/0/13021
Streptococcus	suis	HNAY30	NZ_JABTZF010000004.1	120756	142705	ras-ripp	False	bovicin HJ50	26	BGC0000498	https://antismash-db.secondarymetabolites.org/go/NZ_JABTZF010000004.1/120756-142705	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013343805.1/NZ_JABTZF010000004/1/120756/142705
Enterococcus	faecalis	4928STDY7071546	NZ_CABGKE010000004.1	176593	200886	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CABGKE010000004.1/176593-200886	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_902159495.1/NZ_CABGKE010000004/1/176593/200886
Streptococcus	thermophilus	None	NZ_LT604076.1	810615	832321	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LT604076.1/810615-832321	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900094135.1/NZ_LT604076/1/810615/832321
Streptococcus	thermophilus	None	NZ_LT604076.1	1653595	1675734	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LT604076.1/1653595-1675734	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900094135.1/NZ_LT604076/1/1653595/1675734
Lactococcus	lactis	S0	NZ_JQCM01000018.1	14238	38141	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JQCM01000018.1/14238-38141	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001437565.1/NZ_JQCM01000018/1/14238/38141
Lactococcus	lactis	S0	NZ_JQCM01000003.1	18520	41738	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JQCM01000003.1/18520-41738	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001437565.1/NZ_JQCM01000003/1/18520/41738
Streptococcus	thermophilus	None	NZ_CP031881.1	825918	847897	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031881.1/825918-847897	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003443395.1/NZ_CP031881/1/825918/847897
Streptococcus	thermophilus	None	NZ_CP031881.1	1774489	1796628	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031881.1/1774489-1796628	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003443395.1/NZ_CP031881/1/1774489/1796628
Streptococcus	equi	H70	NZ_CP046041.1	758667	780898	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP046041.1/758667-780898	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009676725.1/NZ_CP046041/1/758667/780898
Enterococcus	faecalis	SS-7	NZ_KB944696.1	149098	173390	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB944696.1/149098-173390	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000393115.1/NZ_KB944696/1/149098/173390
Streptococcus	parasanguinis	FW213	NC_017905.1	1876598	1906405	bacteriocin - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017905.1/1876598-1906405	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000262145.1/NC_017905/1/1876598/1906405
Streptococcus	dysgalactiae	NCTC9413	NZ_LS483413.1	2189263	2213536	ras-ripp	False	WGK	40	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_LS483413.1/2189263-2213536	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475725.1/NZ_LS483413/1/2189263/2213536
Lactococcus	lactis	MG1363	NC_009004.1	2376929	2403336	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_009004.1/2376929-2403336	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000009425.1/NC_009004/1/2376929/2403336
Streptococcus	oralis	SN51445	NZ_NCUL01000003.1	8864	31175	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_NCUL01000003.1/8864-31175	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002096455.1/NZ_NCUL01000003/1/8864/31175
Streptococcus	thermophilus	TH1436	NZ_CM002370.1	795929	817465	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM002370.1/795929-817465	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521305.1/NZ_CM002370/1/795929/817465
Streptococcus	thermophilus	TH1436	NZ_CM002370.1	1185238	1204309	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CM002370.1/1185238-1204309	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521305.1/NZ_CM002370/1/1185238/1204309
Streptococcus	thermophilus	TH1436	NZ_CM002370.1	1688509	1710648	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM002370.1/1688509-1710648	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000521305.1/NZ_CM002370/1/1688509/1710648
Streptococcus	equi	ATCC 35246	NC_017582.1	1552479	1576059	ras-ripp	False	thermophilin 1277	35	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NC_017582.1/1552479-1576059	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000219765.1/NC_017582/1/1552479/1576059
Lactococcus	lactis	S0	NZ_CP025500.1	32903	53135	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP025500.1/32903-53135	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002895225.1/NZ_CP025500/1/32903/53135
Lactococcus	lactis	S0	NZ_CP025500.1	2204742	2228645	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP025500.1/2204742-2228645	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002895225.1/NZ_CP025500/1/2204742/2228645
Streptococcus	equinus	SI	NZ_FNGX01000001.1	513615	535797	ras-ripp	False	WGK	80	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_FNGX01000001.1/513615-535797	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900103355.1/NZ_FNGX01000001/1/513615/535797
Streptococcus	sanguinis	FDAARGOS_770	NZ_CP040798.1	857805	881072	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP040798.1/857805-881072	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_013378355.1/NZ_CP040798/1/857805/881072
Lactococcus	lactis	CBA3619	NZ_CP009472.1	35385	56270	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP009472.1/35385-56270	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000761115.1/NZ_CP009472/1/35385/56270
Lactococcus	lactis	CBA3619	NZ_CP009472.1	2260838	2284742	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP009472.1/2260838-2284742	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000761115.1/NZ_CP009472/1/2260838/2284742
Enterococcus	faecalis	B-4-111	NZ_KB944757.1	228639	252932	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KB944757.1/228639-252932	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000393195.1/NZ_KB944757/1/228639/252932
Streptococcus	parasanguinis	C1A	NZ_JVKT01000027.1	13118	26924	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JVKT01000027.1/13118-26924	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001070915.1/NZ_JVKT01000027/1/13118/26924
Streptococcus	parasanguinis	C1A	NZ_JVGP01000037.1	5710	28014	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JVGP01000037.1/5710-28014	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001071155.1/NZ_JVGP01000037/1/5710/28014
Streptococcus	thermophilus	ND03	NC_017563.1	831228	853573	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017563.1/831228-853573	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000182875.1/NC_017563/1/831228/853573
Streptococcus	thermophilus	ND03	NC_017563.1	1230546	1250614	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NC_017563.1/1230546-1250614	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000182875.1/NC_017563/1/1230546/1250614
Streptococcus	thermophilus	ND03	NC_017563.1	1752728	1774867	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017563.1/1752728-1774867	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000182875.1/NC_017563/1/1752728/1774867
Streptococcus	thermophilus	None	NZ_LS974444.1	134046	154087	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_LS974444.1/134046-154087	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900492165.1/NZ_LS974444/1/134046/154087
Streptococcus	thermophilus	None	NZ_LS974444.1	513615	535959	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LS974444.1/513615-535959	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900492165.1/NZ_LS974444/1/513615/535959
Streptococcus	thermophilus	None	NZ_LS974444.1	1445827	1471165	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LS974444.1/1445827-1471165	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900492165.1/NZ_LS974444/1/1445827/1471165
Streptococcus	thermophilus	None	NZ_LS974444.1	1798069	1820361	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LS974444.1/1798069-1820361	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900492165.1/NZ_LS974444/1/1798069/1820361
Streptococcus	thermophilus	None	NZ_LR822019.1	813107	836333	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR822019.1/813107-836333	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903886635.1/NZ_LR822019/1/813107/836333
Streptococcus	thermophilus	None	NZ_LR822031.1	815494	836695	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/815494-836695	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/815494/836695
Streptococcus	thermophilus	None	NZ_LR822031.1	1731871	1758661	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/1731871-1758661	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/1731871/1758661
Streptococcus	thermophilus	None	NZ_CP038020.1	281991	304293	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/281991-304293	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/281991/304293
Streptococcus	pneumoniae	SMRU106	NZ_FIYP01000003.1	29444	53950	ras-ripp	False	bovicin HJ50	20	BGC0000498	https://antismash-db.secondarymetabolites.org/go/NZ_FIYP01000003.1/29444-53950	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900053905.1/NZ_FIYP01000003/1/29444/53950
Lactococcus	lactis	S0	NZ_LT599049.1	1206862	1229130	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LT599049.1/1206862-1229130	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900088425.1/NZ_LT599049/1/1206862/1229130
Lactococcus	lactis	S0	NZ_LT599049.1	2415661	2439565	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LT599049.1/2415661-2439565	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900088425.1/NZ_LT599049/1/2415661/2439565
Streptococcus	suis	HNAY30	NZ_FILL01000005.1	0	13003	ras-ripp	True	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_FILL01000005.1/0-13003	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900061355.1/NZ_FILL01000005/1/0/13003
Streptococcus	suis	HNAY30	NZ_FILL01000016.1	6465	28693	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FILL01000016.1/6465-28693	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900061355.1/NZ_FILL01000016/1/6465/28693
Enterococcus	faecalis	4928STDY7071546	NZ_KZ845811.1	1537246	1561539	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KZ845811.1/1537246-1561539	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003319425.1/NZ_KZ845811/1/1537246/1561539
Streptococcus	thermophilus	None	NZ_CP025399.1	851004	873347	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP025399.1/851004-873347	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002846075.1/NZ_CP025399/1/851004/873347
Streptococcus	thermophilus	None	NZ_CP025399.1	1264293	1284361	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP025399.1/1264293-1284361	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002846075.1/NZ_CP025399/1/1264293/1284361
Streptococcus	thermophilus	None	NZ_CP025399.1	1772342	1799128	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP025399.1/1772342-1799128	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002846075.1/NZ_CP025399/1/1772342/1799128
Streptococcus	suis	HNAY30	NZ_FILX01000042.1	0	15711	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FILX01000042.1/0-15711	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900055865.1/NZ_FILX01000042/1/0/15711
Lactococcus	lactis	IO-1	NC_020450.1	1135477	1157656	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_020450.1/1135477-1157656	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000344575.1/NC_020450/1/1135477/1157656
Lactococcus	lactis	IO-1	NC_020450.1	2287031	2310934	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_020450.1/2287031-2310934	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000344575.1/NC_020450/1/2287031/2310934
Streptococcus	thermophilus	None	NZ_CP048750.1	928517	950860	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP048750.1/928517-950860	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010692845.1/NZ_CP048750/1/928517/950860
Streptococcus	thermophilus	None	NZ_CP048750.1	1326455	1346525	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP048750.1/1326455-1346525	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010692845.1/NZ_CP048750/1/1326455/1346525
Streptococcus	thermophilus	None	NZ_CP048750.1	1850570	1872710	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP048750.1/1850570-1872710	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010692845.1/NZ_CP048750/1/1850570/1872710
Lactococcus	lactis	KW2	NC_022369.1	2278289	2300474	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_022369.1/2278289-2300474	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000468955.1/NC_022369/1/2278289/2300474
Enterococcus	cecorum	197EA2	NZ_KZ845743.1	120937	144211	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KZ845743.1/120937-144211	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003319255.1/NZ_KZ845743/1/120937/144211
Lactococcus	lactis	S0	NZ_CP015903.1	2225459	2248883	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015903.1/2225459-2248883	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078995.2/NZ_CP015903/1/2225459/2248883
Enterococcus	cecorum	197EA2	NZ_KZ845750.1	10613	33767	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KZ845750.1/10613-33767	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003319255.1/NZ_KZ845750/1/10613/33767
Streptococcus	Unclassified	HMSC057E02	NZ_KV802539.1	23702	46255	ras-ripp - sactipeptide hybrid	False	macedocin	14	BGC0000526	https://antismash-db.secondarymetabolites.org/go/NZ_KV802539.1/23702-46255	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001810745.1/NZ_KV802539/1/23702/46255
Lactococcus	lactis	CV56	NC_017486.1	46461	67795	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017486.1/46461-67795	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000192705.1/NC_017486/1/46461/67795
Lactococcus	lactis	CV56	NC_017486.1	1155089	1177595	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017486.1/1155089-1177595	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000192705.1/NC_017486/1/1155089/1177595
Lactococcus	lactis	CV56	NC_017486.1	2213252	2237156	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017486.1/2213252-2237156	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000192705.1/NC_017486/1/2213252/2237156
Streptococcus	suis	HNAY30	NZ_CP024974.1	173311	195751	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP024974.1/173311-195751	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002803825.1/NZ_CP024974/1/173311/195751
Streptococcus	ferus	NCTC12278	NZ_LS483343.1	529321	551503	ras-ripp	False	WGK	100	BGC0001929	https://antismash-db.secondarymetabolites.org/go/NZ_LS483343.1/529321-551503	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900475025.1/NZ_LS483343/1/529321/551503
Streptococcus	thermophilus	None	NZ_CP047191.1	1023938	1045136	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP047191.1/1023938-1045136	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009856565.1/NZ_CP047191/1/1023938/1045136
Streptococcus	thermophilus	None	NZ_CP047191.1	1192581	1212649	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP047191.1/1192581-1212649	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009856565.1/NZ_CP047191/1/1192581/1212649
Streptococcus	thermophilus	None	NZ_CP047191.1	1596809	1620035	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP047191.1/1596809-1620035	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009856565.1/NZ_CP047191/1/1596809/1620035
Streptococcus	intermedius	631_SCON	NZ_AP014880.1	212446	235709	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP014880.1/212446-235709	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002356055.1/NZ_AP014880/1/212446/235709
Streptococcus	thermophilus	None	NZ_CP011217.1	856498	878842	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011217.1/856498-878842	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000971665.1/NZ_CP011217/1/856498/878842
Streptococcus	thermophilus	None	NZ_CP011217.1	1256815	1276883	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP011217.1/1256815-1276883	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000971665.1/NZ_CP011217/1/1256815/1276883
Streptococcus	thermophilus	None	NZ_CP011217.1	1777050	1803836	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP011217.1/1777050-1803836	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000971665.1/NZ_CP011217/1/1777050/1803836
Streptococcus	thermophilus	None	NZ_CP049053.1	820494	842840	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP049053.1/820494-842840	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011801285.1/NZ_CP049053/1/820494/842840
Streptococcus	thermophilus	None	NZ_CP049053.1	1204454	1226879	ras-ripp	False	streptide	100	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_CP049053.1/1204454-1226879	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_011801285.1/NZ_CP049053/1/1204454/1226879
Lactococcus	lactis	CBA3619	NZ_MTJR01000009.1	0	22619	ras-ripp	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_MTJR01000009.1/0-22619	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002563455.1/NZ_MTJR01000009/1/0/22619
Lactococcus	lactis	S0	NZ_CP028160.1	32594	52956	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028160.1/32594-52956	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003176835.1/NZ_CP028160/1/32594/52956
Lactococcus	lactis	S0	NZ_CP028160.1	2408812	2431854	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP028160.1/2408812-2431854	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003176835.1/NZ_CP028160/1/2408812/2431854
Streptococcus	thermophilus	None	NZ_LR822033.1	642049	663589	ras-ripp	False	thermophilin 1277	40	BGC0000561	https://antismash-db.secondarymetabolites.org/go/NZ_LR822033.1/642049-663589	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890905.1/NZ_LR822033/1/642049/663589
Streptococcus	thermophilus	None	NZ_LR822033.1	878642	900713	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR822033.1/878642-900713	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890905.1/NZ_LR822033/1/878642/900713
Streptococcus	thermophilus	None	NZ_LR822033.1	1782237	1809025	lanthipeptide - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_LR822033.1/1782237-1809025	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890905.1/NZ_LR822033/1/1782237/1809025
Streptococcus	parasanguinis	CC87K	NZ_KI669402.1	87142	109446	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_KI669402.1/87142-109446	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000507765.1/NZ_KI669402/1/87142/109446
Streptococcus	parasanguinis	C1A	NZ_JVKP01000054.1	88968	114586	bacteriocin - ras-ripp hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_JVKP01000054.1/88968-114586	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001072435.1/NZ_JVKP01000054/1/88968/114586
Streptococcus	thermophilus	None	NZ_CP031545.1	821220	843938	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031545.1/821220-843938	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003402855.1/NZ_CP031545/1/821220/843938
Streptococcus	thermophilus	None	NZ_CP031545.1	1711155	1733295	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP031545.1/1711155-1733295	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003402855.1/NZ_CP031545/1/1711155/1733295
Streptococcus	salivarius	None	NZ_LR822051.1	751690	774115	ras-ripp	False	streptide	75	BGC0001209	https://antismash-db.secondarymetabolites.org/go/NZ_LR822051.1/751690-774115	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903932585.1/NZ_LR822051/1/751690/774115
Streptococcus	suis	GZ1	NC_017617.1	1840501	1862975	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NC_017617.1/1840501-1862975	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000018185.1/NC_017617/1/1840501/1862975
Lactococcus	lactis	S0	NZ_CP015905.1	46105	67439	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015905.1/46105-67439	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078495.1/NZ_CP015905/1/46105/67439
Lactococcus	lactis	S0	NZ_CP015905.1	1125654	1148270	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015905.1/1125654-1148270	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078495.1/NZ_CP015905/1/1125654/1148270
Lactococcus	lactis	S0	NZ_CP015905.1	2238209	2262112	ras-ripp	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP015905.1/2238209-2262112	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002078495.1/NZ_CP015905/1/2238209/2262112
